Reaction	EC-Number	In-Pathway	Substrates
2 a phosphatidylglycerol  =  a cardiolipin + glycerol	EC-2.7.8.41		a phosphatidylglycerol // a cardiolipin // glycerol
malonyl-CoA + dotriacontanoyl-CoA + H+  ->  3-oxotetratriacontanoyl-CoA + CO2 + coenzyme A	EC-2.3.1.199	ultra-long-chain fatty acid biosynthesis	H<SUP>+</SUP> // dotriacontanoyl-CoA // malonyl-CoA // 3-oxotetratriacontanoyl-CoA // CO<SUB>2</SUB> // coenzyme A
11-oxotestosterone + NAD+  <-->  11-oxoandrostenedione + NADH + H+	EC-1.1.1.239		NAD<sup>+</sup> // 11-oxotestosterone // 11-oxoandrostenedione // NADH // H<SUP>+</SUP>
preuroporphyrinogen  ->  uroporphyrinogen-I + H2O			preuroporphyrinogen // uroporphyrinogen-I // H<sub>2</sub>O
S-adenosyl-L-methionine + 3,4-dihydroxy-5-all-trans-decaprenylbenzoate  ->  3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate + S-adenosyl-L-homocysteine + H+	EC-2.1.1.114	ubiquinol-10 biosynthesis	3,4-dihydroxy-5-<i>all-trans</i>-decaprenylbenzoate // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // 3-methoxy-4-hydroxy-5-<i>all-trans</i>-decaprenylbenzoate // <i>S</i>-adenosyl-L-homocysteine
(+)-7-epi-jasmonoyl-CoA + acetyl-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxobutanoyl)-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // (+)-7-<i>epi</i>-jasmonoyl-CoA // 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxobutanoyl)-CoA // coenzyme A
D-myo-inositol (1,4,5)-trisphosphate + ATP  ->  D-myo-inositol (1,3,4,5)-tetrakisphosphate + ADP + H+	EC-2.7.1.127	D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)	ATP // D-<i>myo</i>-inositol (1,4,5)-trisphosphate // H<SUP>+</SUP> // D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate // ADP
a glycosyl-N-acylsphingosine + H2O  ->  an N-acylsphingosine + a D-aldohexose	EC-3.2.1.62		H<sub>2</sub>O // a glycosyl-<i>N</i>-acylsphingosine // an <i>N</i>-acylsphingosine // a D-aldohexose
GDP-beta-L-fucose + an H type 1 histo-blood group antigen  ->  a Lewis b epitope + GDP + H+	EC-2.4.1.65	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide	an H type 1 histo-blood group antigen // GDP-&beta;-L-fucose // a Lewis b epitope // GDP // H<SUP>+</SUP>
15-dehydro-13,14-dihydro-prostaglandin E3 + a reduced two electron carrier  ->  13,14-dihydro-prostaglandin E3 + an oxidized electron carrier		icosapentaenoate metabolites biosynthesis	an oxidized electron carrier // 13,14-dihydro-prostaglandin E<sub>3</sub> // 15-dehydro-13,14-dihydro-prostaglandin E<sub>3</sub> // a reduced two electron carrier
2 (2E,6E)-farnesyl diphosphate  ->  presqualene diphosphate + diphosphate	EC-2.5.1.103	epoxysqualene biosynthesis // 2 (2E,6E)-farnesyl diphosphate + NAD(P)H + H+  =  squalene + NAD(P)+ + 2 diphosphate	(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // presqualene diphosphate // diphosphate
4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol + NAD(P)+  ->  5alpha-cholesta-8-en-3-one + CO2 + NAD(P)H	EC-1.1.1.170	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	NAD(P)<sup>+</sup> // 4&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol // 5&alpha;-cholesta-8-en-3-one // CO<SUB>2</SUB> // NAD(P)H
(S)-3-hydroxy-3-methylglutaryl-CoA  <-  3-methylglutaconyl-CoA + H2O	EC-4.2.1.18	L-leucine degradation	(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA // H<sub>2</sub>O // 3-methylglutaconyl-CoA
2'-deoxyuridine + phosphate  <-->  2-deoxy-alpha-D-ribose 1-phosphate + uracil	EC-2.4.2.3 // EC-2.4.2.2	pyrimidine deoxyribonucleosides degradation	2'-deoxyuridine // phosphate // 2-deoxy-&alpha;-D-ribose 1-phosphate // uracil
a linoleate-containing triacyl-sn-glycerol + N-(30-hydroxytriacontanoyl)-phytosphingosine  ->  ceramide E(C30:0)OP(C18:0) + a diacyl-sn-glycerol	EC-2.3.1.296		<i>N</i>-(30-hydroxytriacontanoyl)-phytosphingosine // a linoleate-containing triacyl-<i>sn</i>-glycerol // ceramide E(C30:0)OP(C18:0) // a diacyl-<i>sn</i>-glycerol
choline + an oxidized electron carrier  <-->  betaine aldehyde + a reduced two electron carrier	EC-1.1.99.1	choline degradation	an oxidized electron carrier // choline // betaine aldehyde // a reduced two electron carrier
monothiocarbonate + H+  ->  CO2 + hydrogen sulfide		carbon disulfide oxidation III (metazoa)	H<SUP>+</SUP> // monothiocarbonate // CO<SUB>2</SUB> // hydrogen sulfide
5-hydroxytryptophol dehydrogenase	EC-1.1.1.1	serotonin degradation	NAD<sup>+</sup> // 5-hydroxytryptophol // 5-hydroxyindole acetaldehyde // NADH // H<SUP>+</SUP>
5beta-cholestane-3alpha,7alpha,12alpha-triol + 2 a reduced  adrenodoxin + 2 H+ + dioxygen  ->  (25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol + 2 an oxidized adrenodoxin + H2O		5beta-cholestane-3alpha,7alpha,12alpha-triol + 6 a reduced  adrenodoxin + 5 H+ + 3 dioxygen  ->  (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 6 an oxidized adrenodoxin + 4 H2O // bile acid biosynthesis, neutral pathway	dioxygen // H<SUP>+</SUP> // a reduced  adrenodoxin // 5&beta;-cholestane-3&alpha;,7&alpha;,12&alpha;-triol // (25<i>R</i>)-5&beta;-cholestane-3&alpha;,7&alpha;,12&alpha;,26-tetraol // an oxidized adrenodoxin // H<sub>2</sub>O
arsenous acid  <-->  arsenite + H+			arsenous acid // arsenite // H<SUP>+</SUP>
S-adenosyl-L-methionine + guanidinoacetate  ->  S-adenosyl-L-homocysteine + creatine + H+	EC-2.1.1.2	creatine biosynthesis	guanidinoacetate // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // creatine
3-oxo-palmitoyl-CoA synthase	EC-2.3.1		malonyl-CoA // myristoyl-CoA // H<SUP>+</SUP> // 3-oxopalmitoyl-CoA // CO<SUB>2</SUB> // coenzyme A
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + a reduced two electron carrier + dioxygen  ->  10-HDoHE + an oxidized electron carrier + H2O		docosahexaenoate metabolites biosynthesis	a reduced two electron carrier // dioxygen // (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate // 10-HDoHE // H<sub>2</sub>O // an oxidized electron carrier
O-phosphoethanolamine + CTP + H+  ->  CDP-ethanolamine + diphosphate	EC-2.7.7.14	phosphatidylethanolamine biosynthesis II // plasmalogen biosynthesis	CTP // <i>O</i>-phosphoethanolamine // H<SUP>+</SUP> // CDP-ethanolamine // diphosphate
4alpha-methyl-zymosterol + NADP+  <-  3-dehydro-4-methylzymosterol + NADPH + H+	EC-1.1.1.270	zymosterol biosynthesis // cholesterol biosynthesis I	NADP<sup>+</sup> // 4&alpha;-methyl-zymosterol // H<SUP>+</SUP> // 3-dehydro-4-methylzymosterol // NADPH
UDP-N-acetyl-alpha-D-galactosamine + a ganglioside GT3  ->  a ganglioside GT2 + UDP + H+	EC-2.4.1.92	ganglio-series glycosphingolipids biosynthesis	a ganglioside GT3 // UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine // a ganglioside GT2 // H<SUP>+</SUP> // UDP
S-adenosyl-L-methionine + a guanine9 in tRNA  ->  an N1-methylguanine9 in tRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.221		a guanine<sup>9</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // an <i>N</i><sup>1</sup>-methylguanine<sup>9</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
glycine + gamma-L-glutamyl-(S)-2-aminobutanoate + ATP  ->  ophthalmate + ADP + phosphate + H+	EC-6.3.2.3	ophthalmate biosynthesis	ATP // &gamma;-L-glutamyl-(<i>S</i>)-2-aminobutanoate // glycine // ophthalmate // ADP // phosphate // H<SUP>+</SUP>
ADP-D-ribosyl(n)-acceptor + NAD+  =  ADP-D-ribosyl(n+1)-acceptor + nicotinamide + H+	EC-2.4.2.30		NAD<sup>+</sup> // an ADP-D-ribosyl acceptor // nicotinamide // H<SUP>+</SUP>
(Z)-2-aminobutenoate  ->  2-iminobutanoate		L-homocysteine + H2O  ->  hydrogen sulfide + 2-oxobutanoate + ammonium // L-cystathionine + H2O  ->  2-oxobutanoate + L-cysteine + ammonium // L-threonine  ->  2-oxobutanoate + ammonium	(<i>Z</i>)-2-aminobutenoate // 2-iminobutanoate
L-homocysteine + L-serine  <-->  L-cystathionine + H2O	EC-4.2.1.22	L-cysteine biosynthesis III (from L-homocysteine)	L-serine // L-homocysteine // H<sub>2</sub>O // L-cystathionine
(R)-noradrenaline + H2O + dioxygen  ->  3,4-dihydroxyphenylglycolaldehyde + ammonium + hydrogen peroxide	EC-1.4.3.4	noradrenaline and adrenaline degradation	dioxygen // H<sub>2</sub>O // (<i>R</i>)-noradrenaline // 3,4-dihydroxyphenylglycolaldehyde // ammonium // hydrogen peroxide
sulfanylarsonate + H2O  ->  arsenate + hydrogen sulfide			H<sub>2</sub>O // sulfanylarsonate // arsenate // hydrogen sulfide
(S)-3-hydroxy-3-methylglutaryl-CoA  ->  acetoacetate + acetyl-CoA	EC-4.1.3.4	L-leucine degradation // ketogenesis	(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA // acetoacetate // acetyl-CoA
S-(hydroxymethyl)glutathione  <-  formaldehyde + glutathione	EC-4.4.1.22	formaldehyde oxidation II (glutathione-dependent)	<i>S</i>-(hydroxymethyl)glutathione // formaldehyde // glutathione
vitamin D3 + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  calcidiol + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.24	vitamin D<sub>3</sub> biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // vitamin D<SUB>3</SUB> // calcidiol // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
a 3beta-hydroxy-delta5-steroid + NAD+  <-->  a 3-oxo-delta5-steroid + NADH + H+	EC-1.1.1.145		NAD<sup>+</sup> // a 3&beta;-hydroxy-&delta;<sup>5</sup>-steroid // a 3-oxo-&delta;<sup>5</sup>-steroid // NADH // H<SUP>+</SUP>
3-beta-hydroxyandrost-5-en-17-one + NAD+  <-->  androst-5-ene-3,17-dione + NADH + H+	EC-1.1.1.145	11-oxyandrogens biosynthesis // androgen biosynthesis	NAD<sup>+</sup> // 3-&beta;-hydroxyandrost-5-en-17-one // androst-5-ene-3,17-dione // NADH // H<SUP>+</SUP>
D-erythrose 4-phosphate + D-xylulose 5-phosphate  <-->  beta-D-fructofuranose 6-phosphate + D-glyceraldehyde 3-phosphate	EC-2.2.1.1	pentose phosphate pathway (non-oxidative branch)	D-xylulose 5-phosphate // D-erythrose 4-phosphate // &beta;-D-fructofuranose 6-phosphate // D-glyceraldehyde 3-phosphate
CMP-N-acetyl-beta-neuraminate + a neolactohexaosylceramide  ->  a sialyl-(2,3)-neolactohexaosylceramide + CMP + H+	EC-2.4.3.6	neolacto-series glycosphingolipids biosynthesis	a neolactohexaosylceramide // CMP-<i>N</i>-acetyl-&beta;-neuraminate // a sialyl-(2,3)-neolactohexaosylceramide // CMP // H<SUP>+</SUP>
an N-palmitoyl-phosphatidylethanolamine + H2O  ->  palmitoyl ethanolamide + a phosphatidate + H+	EC-3.1.4.54	palmitoyl ethanolamide biosynthesis	H<sub>2</sub>O // an <i>N</i>-palmitoyl-phosphatidylethanolamine // palmitoyl ethanolamide // a phosphatidate // H<SUP>+</SUP>
S-sulfanylglutathione + glutathione  <-->  hydrogen sulfide + glutathione disulfide			glutathione // <i>S</i>-sulfanylglutathione // hydrogen sulfide // glutathione disulfide
an 11-cis-retinol-[retinal-binding protein] + NAD+  ->  an 11-cis-retinal-[retinal-binding protein] + NADH + H+	EC-1.1.1.315	the visual cycle I (vertebrates)	NAD<sup>+</sup> // an 11-<i>cis</i>-retinol-[retinal-binding protein] // an 11-<i>cis</i>-retinal-[retinal-binding protein] // NADH // H<SUP>+</SUP>
a 2,3,4-saturated (3R)-3-hydroxyacyl-CoA  <-->  a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA	EC-5.1.2.3	fatty acid &beta;-oxidation	a 2,3,4-saturated (3<i>R</i>)-3-hydroxyacyl-CoA // a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA
phytate + H2O  ->  D-myo-inositol 1,3,4,5,6-pentakisphosphate + phosphate	EC-3.1.3.62		H<sub>2</sub>O // phytate // D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate // phosphate
dADP + ATP  ->  dATP + ADP	EC-2.7.4.6	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis // purine deoxyribonucleosides salvage	ATP // dADP // dATP // ADP
propan-2-ol + NADP+  ->  acetone + NADPH + H+	EC-1.1.1.80	acetone degradation III (to propane-1,2-diol) // acetone degradation I (to methylglyoxal)	propan-2-ol // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // acetone
(2R)-2-hydroxy-4-(methylsulfanyl)butanoate + NAD+  <-  4-(methylsulfanyl)-2-oxobutanoate + NADH + H+	EC-1.1.1.428		NAD<sup>+</sup> // (<i>2R</i>)-2-hydroxy-4-(methylsulfanyl)butanoate // 4-(methylsulfanyl)-2-oxobutanoate // NADH // H<SUP>+</SUP>
alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate  ->  alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+	EC-2.4.1.259	protein <i>N</i>-glycosylation initial phase (eukaryotic)	a dolichyl &beta;-D-mannosyl phosphate // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // a dolichyl phosphate // H<SUP>+</SUP>
a long-chain fatty acyl-CoA + L-carnitine  ->  an O-(long-chain-acyl)-L-carnitine + coenzyme A	EC-2.3.1.21	mitochondrial L-carnitine shuttle	L-carnitine // a long-chain fatty acyl-CoA // an <i>O</i>-(long-chain-acyl)-L-carnitine // coenzyme A
11-deoxycorticosterone + 2 a reduced  adrenodoxin + dioxygen + 2 H+  ->  corticosterone + 2 an oxidized adrenodoxin + H2O	EC-1.14.15.4	mineralocorticoid biosynthesis	H<SUP>+</SUP> // dioxygen // a reduced  adrenodoxin // 11-deoxycorticosterone // corticosterone // H<sub>2</sub>O // an oxidized adrenodoxin
3beta-hydroxy-5beta-pregnane-20-one + NADP+  <-->  5beta-pregnan-3,20 dione + NADPH + H+	EC-1.1.1.277	cardenolide biosynthesis	NADP<sup>+</sup> // 3&beta;-hydroxy-5&beta;-pregnane-20-one // H<SUP>+</SUP> // 5&beta;-pregnan-3,20 dione // NADPH
an N-arachidonoyl-phosphatidylethanolamine + H2O  ->  an N-arachidonoyl-2-lysophosphatidylethanolamine + a fatty acid + H+	EC-3.1.1.4	anandamide biosynthesis I	H<sub>2</sub>O // an <i>N</i>-arachidonoyl-phosphatidylethanolamine // an <i>N</i>-arachidonoyl-2-lysophosphatidylethanolamine // a fatty acid // H<SUP>+</SUP>
an N3-methylcytosine in DNA + 2-oxoglutarate + dioxygen  ->  a cytosine in DNA + CO2 + formaldehyde + succinate + H+	EC-1.14.11.33		dioxygen // 2-oxoglutarate // an <i>N</i><sup>3</sup>-methylcytosine in DNA // a cytosine in DNA // CO<SUB>2</SUB> // formaldehyde // succinate // H<SUP>+</SUP>
malonyl-CoA + stearidonoyl-CoA + H+  ->  (8Z,11Z,14Z,17Z)-3-oxoicosatetraenoyl-CoA + CO2 + coenzyme A	EC-2.3.1	icosapentaenoate biosynthesis II (6-desaturase, mammals)	H<SUP>+</SUP> // stearidonoyl-CoA // malonyl-CoA // (8Z,11Z,14Z,17Z)-3-oxoicosatetraenoyl-CoA // coenzyme A // CO<SUB>2</SUB>
ethanol&mdash;long-chain acyl CoA acyltransferase	EC-2.3.1.75		ethanol // a long-chain fatty acyl-CoA // a long-chain acyl ethyl ester // coenzyme A
adenosine pentaphosphate + H2O  ->  adenosine tetraphosphate + phosphate + H+	EC-3.6.1.14		H<sub>2</sub>O // adenosine pentaphosphate // H<SUP>+</SUP> // adenosine tetraphosphate // phosphate
a [protein]-L-proline (omega = 180)  <-->  a [protein]-L-proline (omega = 0)	EC-5.2.1.8		a [protein]-L-proline (&omega; = 180) // a [protein]-L-proline (&omega; = 0)
(R)-lactaldehyde + NAD+ + H2O  ->  (R)-lactate + NADH + 2 H+		methylglyoxal degradation VI	H<sub>2</sub>O // NAD<sup>+</sup> // (R)-lactaldehyde // H<SUP>+</SUP> // (<i>R</i>)-lactate // NADH
ATP + a 1,2-diacyl-sn-glycerol  ->  a phosphatidate + ADP + H+	EC-2.7.1.107		a 1,2-diacyl-<i>sn</i>-glycerol // ATP // H<SUP>+</SUP> // a phosphatidate // ADP
spermine + dioxygen + H2O  ->  N-(3-aminopropyl)-4-aminobutanal + propane-1,3-diamine + hydrogen peroxide	EC-1.5.3.14		H<sub>2</sub>O // dioxygen // spermine // <i>N</i>-(3-aminopropyl)-4-aminobutanal // propane-1,3-diamine // hydrogen peroxide
(14S)-HpDHA  ->  (13S,14S)-epoxy-maresin + H2O	EC-1.13.11.31	docosahexaenoate metabolites biosynthesis // maresin biosynthesis // peptido-conjugates in tissue regeneration biosynthesis	(14<i>S</i>)-HpDHA // (13<i>S</i>,14<i>S</i>)-epoxy-maresin // H<sub>2</sub>O
phytenoyl-CoA + NADPH + H+  ->  phytanoyl-CoA + NADP+	EC-1.3.1.38	phytol degradation	H<SUP>+</SUP> // NADPH // phytenoyl-CoA // phytanoyl-CoA // NADP<sup>+</sup>
N-acetyl-beta-neuraminate + CTP  ->  CMP-N-acetyl-beta-neuraminate + diphosphate	EC-2.7.7.43	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	CTP // <i>N</i>-acetyl-&beta;-neuraminate // CMP-<i>N</i>-acetyl-&beta;-neuraminate // diphosphate
D-dopachrome + H+  ->  5,6-dihydroxyindole + CO2	EC-4.1.1.84		H<SUP>+</SUP> // D-dopachrome // 5,6-dihydroxyindole // CO<SUB>2</SUB>
a 1-palmitoyl-2-acyl-sn-glycerol 3-phosphate + H2O  ->  a 1-palmitoyl-2-acyl-sn-glycerol + phosphate	EC-3.1.3.4	palmitoyl ethanolamide biosynthesis	H<sub>2</sub>O // a 1-palmitoyl-2-acyl-<i>sn</i>-glycerol 3-phosphate // a 1-palmitoyl-2-acyl-<i>sn</i>-glycerol // phosphate
7alpha-hydroxycholest-4-en-3-one + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  7alpha,12alpha-dihydroxycholest-4-en-3-one + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.139	bile acid biosynthesis, neutral pathway	dioxygen // a reduced [NADPH-hemoprotein reductase] // 7&alpha;-hydroxycholest-4-en-3-one // 7&alpha;,12&alpha;-dihydroxycholest-4-en-3-one // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
phytate + H2O  ->  1D-myo-inositol (1,2,3,4,6)-pentakisphosphate + phosphate	EC-3.1.3.62 // EC-3.1.3.72		H<sub>2</sub>O // phytate // 1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate // phosphate
(3R,7Z,10Z,13Z,16Z)-3-hydroxydocosatetraenoyl-CoA + NADP+  <-  (7Z,10Z,13Z,16Z)-3-oxodocosatetraenoyl-CoA + NADPH + H+	EC-1.1.1.330	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase)	NADP<sup>+</sup> // (3R,7Z,10Z,13Z,16Z)-3-hydroxydocosatetraenoyl-CoA // (7Z,10Z,13Z,16Z)-3-oxodocosatetraenoyl-CoA // NADPH // H<SUP>+</SUP>
N-acetyl-serotonin + UDP-alpha-D-glucuronate  ->  N-acetyl-serotonin glucuronide + UDP + H+	EC-2.4.1.17	melatonin degradation I	UDP-&alpha;-D-glucuronate // <i>N</i>-acetyl-serotonin // <i>N</i>-acetyl-serotonin glucuronide // UDP // H<SUP>+</SUP>
Man6(GlcNAc)2-[protein] (isomer 6A1,2B2) + H2O  ->  Man5(GlcNAc)2-[protein] (isomer 5A1,2) + beta-D-mannopyranose		Man9GlcNAc2-[protein]  (isomer 9A1,2,3B1,2,3) + 4 H2O  ->  Man5(GlcNAc)2-[protein] (isomer 5A1,2) + 4 beta-D-mannopyranose // protein <i>N</i>-glycosylation processing phase (mammalian)	H<sub>2</sub>O // Man<sub>6</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 6A<sub>1,2</sub>B<sub>2</sub>) // Man<sub>5</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 5A<sub>1,2</sub>) // &beta;-D-mannopyranose
4-imidazolone-5-propanoate + a reduced two electron carrier + dioxygen + H2O  ->  4-oxoglutaramate + ammonium + formate + an oxidized electron carrier			a reduced two electron carrier // H<sub>2</sub>O // dioxygen // 4-imidazolone-5-propanoate // 4-oxoglutaramate // ammonium // formate // an oxidized electron carrier
a 1-phosphatidyl-1D-myo-inositol + H2O  ->  a 2-lysophosphatidyl-D-myo-inositol + a carboxylate + H+	EC-3.1.1.52		H<sub>2</sub>O // a 1-phosphatidyl-1D-<i>myo</i>-inositol // a 2-lysophosphatidyl-D-myo-inositol // a carboxylate // H<SUP>+</SUP>
(7S,17R)-17-hydroxy-7-hydroperoxydocosahexaenoate  ->  7(8)-epoxy-17R-hydroxy-docosahexaenoate + H2O	EC-1.13.11.34	docosahexaenoate metabolites biosynthesis // aspirin triggered resolvin D biosynthesis	(7S,17R)-17-hydroxy-7-hydroperoxydocosahexaenoate // 7(8)-epoxy-17R-hydroxy-docosahexaenoate // H<sub>2</sub>O
a dolichol + CTP  ->  a dolichyl phosphate + CDP + H+	EC-2.7.1.108	dolichol and dolichyl phosphate biosynthesis	CTP // a dolichol // a dolichyl phosphate // H<SUP>+</SUP> // CDP
an epoxylated acylceramide + a [protein]-L-glutamine + H2O  ->  a [protein]-ultra-long-chain omega-hydroxyceramide-L-glutamine + (9R,10S,11E,13R)-9(10)-epoxy-13-hydroxyoctadec-11-enoate + ammonium		acylceramide biosynthesis and processing	H<sub>2</sub>O // a [protein]-L-glutamine // an epoxylated acylceramide // a [protein]-ultra-long-chain &omega;-hydroxyceramide-L-glutamine // (9R,10S,11E,13R)-9(10)-epoxy-13-hydroxyoctadec-11-enoate // ammonium
(5S,18R)-18-hydroxy-5-hydroperoxyicosapentaenoate  ->  (7E,9E,11Z,14Z,18R,16E)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,14,18-pentaenoate + H2O	EC-1.13.11.34	icosapentaenoate metabolites biosynthesis // aspirin triggered resolvin E biosynthesis	(5S,18R)-18-hydroxy-5-hydroperoxyicosapentaenoate // (7E,9E,11Z,14Z,18R,16E)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,14,18-pentaenoate // H<sub>2</sub>O
an acyl-CoA + a 2-lysophosphatidate  ->  a phosphatidate + coenzyme A	EC-2.3.1.51	diacylglycerol and triacylglycerol biosynthesis // CDP-diacylglycerol biosynthesis	a 2-lysophosphatidate // an acyl-CoA // a phosphatidate // coenzyme A
(1R,2R)-cyclohexa-3,5-diene-1,2-diol + NADP+  <-->  catechol + NADPH + H+	EC-1.3.1.20		(1R,2R)-cyclohexa-3,5-diene-1,2-diol // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // catechol
hydantoin + H2O  <-->  N-carbamoylglycine + H+	EC-3.5.2.2		H<sub>2</sub>O // hydantoin // <i>N</i>-carbamoylglycine // H<SUP>+</SUP>
a [procollagen]-(5R)-5-O-[alpha-D-glucosyl-(1->2)-beta-D-galactosyl]-5-hydroxy-L-lysine + H2O  ->  a [procollagen]-(5R)-5-O-(beta-D-galactosyloxy)-L-lysine + D-glucopyranose	EC-3.2.1.107	procollagen hydroxylation and glycosylation	H<sub>2</sub>O // a [procollagen]-(5<i>R</i>)-5-<i>O</i>-[&alpha;-D-glucosyl-(1&rarr;2)-&beta;-D-galactosyl]-5-hydroxy-L-lysine // a [procollagen]-(5R)-5-<i>O</i>-(&beta;-D-galactosyloxy)-L-lysine // D-glucopyranose
a (3E)-3-enoyl-CoA + NADP+  <-  a (2E,4Z)-2,4-dienoyl-CoA + NADPH + H+	EC-1.3.1.124		NADP<sup>+</sup> // a (3<i>E</i>)-3-enoyl-CoA // a (2E,4Z)-2,4-dienoyl-CoA // NADPH // H<SUP>+</SUP>
gamma-L-glutamyl 5-phosphate  ->  5-oxo-L-proline + phosphate + H+		5-oxo-L-proline metabolism	&gamma;-L-glutamyl 5-phosphate // 5-oxo-L-proline // phosphate // H<SUP>+</SUP>
D-glucopyranose 6-phosphate + H2O  ->  D-glucopyranose + phosphate	EC-3.1.3.58 // EC-3.1.3.9	gluconeogenesis	H<sub>2</sub>O // D-glucopyranose 6-phosphate // D-glucopyranose // phosphate
malonyl-CoA + stearoyl-CoA + H+  ->  3-oxoicosanoyl-CoA + CO2 + coenzyme A	EC-2.3.1.199	very long chain fatty acid biosynthesis II	H<SUP>+</SUP> // stearoyl-CoA // malonyl-CoA // 3-oxoicosanoyl-CoA // CO<SUB>2</SUB> // coenzyme A
a phosphate monoester + H2O  ->  an alcohol + phosphate	EC-3.1.3.2		H<sub>2</sub>O // a phosphate monoester // an alcohol // phosphate
UDP-alpha-D-galactose + a [procollagen]-(5R)-5-hydroxy-L-lysine  ->  a [procollagen]-(5R)-5-O-(beta-D-galactosyloxy)-L-lysine + UDP + H+	EC-2.4.1.50	procollagen hydroxylation and glycosylation	a [procollagen]-(5R)-5-hydroxy-L-lysine // UDP-&alpha;-D-galactose // a [procollagen]-(5R)-5-<i>O</i>-(&beta;-D-galactosyloxy)-L-lysine // H<SUP>+</SUP> // UDP
